order_number,customer_key,product_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO60535,2752,101,2013-06-20,2013-06-27,2013-07-02,10,1,10
SO60549,2887,110,2013-06-20,2013-06-27,2013-07-02,35,1,35
SO60613,447,175,2013-06-21,2013-06-28,2013-07-03,2384,1,2384
SO60634,1232,101,2013-06-22,2013-06-29,2013-07-04,10,1,10
SO74268,10926,112,2014-01-01,2014-01-08,2014-01-13,2,1,2
SO74273,14571,186,2014-01-01,2014-01-08,2014-01-13,24,1,24
SO74329,2602,101,2014-01-03,2014-01-10,2014-01-15,10,1,10
SO74329,2602,110,2014-01-03,2014-01-10,2014-01-15,35,1,35
SO74334,646,186,2014-01-03,2014-01-10,2014-01-15,24,1,24
SO74347,9088,112,2014-01-04,2014-01-11,2014-01-16,2,1,2
SO74367,8652,112,2014-01-05,2014-01-12,2014-01-17,2,1,2
SO74431,2268,101,2014-01-06,2014-01-13,2014-01-18,10,1,10
SO74445,16508,122,2014-01-07,2014-01-14,2014-01-19,21,1,21
SO74445,16508,112,2014-01-07,2014-01-14,2014-01-19,2,1,2
SO74508,180,186,2014-01-09,2014-01-16,2014-01-21,24,1,24
SO74566,11058,110,2014-01-11,2014-01-18,2014-01-23,35,1,35
SO74607,6211,101,2014-01-12,2014-01-19,2014-01-24,10,1,10
SO74616,14484,112,2014-01-12,2014-01-19,2014-01-24,2,1,2
SO43931,2549,15,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO44031,2690,15,2011-02-21,2011-02-28,2011-03-05,3578,1,3578
SO44059,5689,15,2011-02-26,2011-03-05,2011-03-10,3578,1,3578
SO44068,2542,15,2011-02-28,2011-03-07,2011-03-12,3578,1,3578
SO44155,17132,15,2011-03-04,2011-03-11,2011-03-16,3578,1,3578
SO44165,6066,15,2011-03-06,2011-03-13,2011-03-18,3578,1,3578
SO44211,17155,15,2011-03-18,2011-03-25,2011-03-30,3578,1,3578
SO44242,17164,15,2011-03-23,2011-03-30,2011-04-04,3578,1,3578
SO44248,6241,15,2011-03-24,2011-03-31,2011-04-05,3578,1,3578
SO44265,14558,43,2011-03-27,2011-04-03,2011-04-08,699,1,699
SO44437,77,7,2011-04-21,2011-04-28,2011-05-03,3400,1,3400
SO44606,17773,15,2011-05-07,2011-05-14,2011-05-19,3578,1,3578
SO44648,14917,7,2011-05-13,2011-05-20,2011-05-25,3400,1,3400
SO44666,17764,15,2011-05-16,2011-05-23,2011-05-28,3578,1,3578
SO44719,3701,15,2011-05-27,2011-06-03,2011-06-08,3578,1,3578
SO44734,1286,15,2011-05-30,2011-06-06,2011-06-11,3578,1,3578
SO44867,3794,15,2011-06-08,2011-06-15,2011-06-20,3578,1,3578
SO57461,1722,101,2013-05-04,2013-05-11,2013-05-16,10,1,10
SO57505,4069,101,2013-05-05,2013-05-12,2013-05-17,10,1,10
SO57524,1688,141,2013-05-05,2013-05-12,2013-05-17,2295,1,2295
SO57584,8608,115,2013-05-06,2013-05-13,2013-05-18,33,1,33
SO57585,1686,110,2013-05-06,2013-05-13,2013-05-18,35,1,35
SO57593,12575,110,2013-05-07,2013-05-14,2013-05-19,35,1,35
SO57615,2892,202,2013-05-07,2013-05-14,2013-05-19,64,1,64
SO51652,451,113,2013-01-25,2013-02-01,2013-02-06,5,1,5
SO51655,10577,103,2013-01-25,2013-02-01,2013-02-06,9,1,9
SO51669,15307,183,2013-01-26,2013-02-02,2013-02-07,9,1,9
SO51901,4704,113,2013-01-28,2013-02-04,2013-02-09,5,1,5
SO51905,12942,120,2013-01-28,2013-02-04,2013-02-09,4,1,4
SO51934,17238,120,2013-01-29,2013-02-05,2013-02-10,4,1,4
SO51957,1062,113,2013-01-29,2013-02-05,2013-02-10,5,1,5
SO43700,3502,54,2010-12-29,2011-01-05,2011-01-10,699,1,699
SO43712,2514,13,2011-01-01,2011-01-08,2011-01-13,3578,1,3578
SO43743,8,8,2011-01-09,2011-01-16,2011-01-21,3400,1,3400
SO43750,592,13,2011-01-11,2011-01-18,2011-01-23,3578,1,3578
SO43762,16579,16,2011-01-14,2011-01-21,2011-01-26,3578,1,3578
SO43800,10711,13,2011-01-21,2011-01-28,2011-02-02,3578,1,3578
SO43932,5742,16,2011-02-01,2011-02-08,2011-02-13,3578,1,3578
SO43950,17015,13,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43966,40,8,2011-02-07,2011-02-14,2011-02-19,3400,1,3400
SO43971,5658,16,2011-02-08,2011-02-15,2011-02-20,3578,1,3578
SO43981,5665,16,2011-02-10,2011-02-17,2011-02-22,3578,1,3578
SO44136,11115,13,2011-03-01,2011-03-08,2011-03-13,3578,1,3578
SO44206,251,8,2011-03-17,2011-03-24,2011-03-29,3400,1,3400
SO44209,6258,13,2011-03-17,2011-03-24,2011-03-29,3578,1,3578
SO44327,17599,16,2011-04-02,2011-04-09,2011-04-14,3578,1,3578
SO44334,17274,13,2011-04-04,2011-04-11,2011-04-16,3578,1,3578
SO44335,9166,47,2011-04-04,2011-04-11,2011-04-16,699,1,699
SO44382,342,8,2011-04-11,2011-04-18,2011-04-23,3400,1,3400
SO44385,17299,16,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44463,8341,46,2011-04-28,2011-05-05,2011-05-10,699,1,699
SO44469,6735,16,2011-04-28,2011-05-05,2011-05-10,3578,1,3578
SO44571,18449,8,2011-05-01,2011-05-08,2011-05-13,3400,1,3400
SO44600,7244,16,2011-05-06,2011-05-13,2011-05-18,3578,1,3578
SO44629,7210,13,2011-05-10,2011-05-17,2011-05-22,3578,1,3578
SO44806,7453,13,2011-05-31,2011-06-07,2011-06-12,3578,1,3578
SO60270,13930,113,2013-06-16,2013-06-23,2013-06-28,5,1,5
SO60280,6803,113,2013-06-16,2013-06-23,2013-06-28,5,1,5
SO60292,517,113,2013-06-16,2013-06-23,2013-06-28,5,1,5
SO60305,6124,103,2013-06-16,2013-06-23,2013-06-28,9,1,9
SO60305,6124,183,2013-06-16,2013-06-23,2013-06-28,9,1,9
SO60325,4722,120,2013-06-17,2013-06-24,2013-06-29,4,1,4
SO60329,1673,120,2013-06-17,2013-06-24,2013-06-29,4,1,4
SO60374,13035,120,2013-06-17,2013-06-24,2013-06-29,4,1,4
SO60394,18058,183,2013-06-18,2013-06-25,2013-06-30,9,1,9
SO60395,201,120,2013-06-18,2013-06-25,2013-06-30,4,1,4
SO60411,16845,117,2013-06-18,2013-06-25,2013-06-30,5,1,5
SO60412,14496,117,2013-06-18,2013-06-25,2013-06-30,5,1,5
SO60444,9282,185,2013-06-18,2013-06-25,2013-06-30,24,1,24
SO60468,6628,113,2013-06-19,2013-06-26,2013-07-01,5,1,5
SO60474,7412,113,2013-06-19,2013-06-26,2013-07-01,5,1,5
SO60481,4972,113,2013-06-19,2013-06-26,2013-07-01,5,1,5
SO60485,9148,120,2013-06-19,2013-06-26,2013-07-01,4,1,4
SO60490,1260,183,2013-06-19,2013-06-26,2013-07-01,9,1,9
SO60500,8600,159,2013-06-19,2013-06-26,2013-07-01,1701,1,1701
SO60565,201,185,2013-06-21,2013-06-28,2013-07-03,24,1,24
SO57530,417,103,2013-05-05,2013-05-12,2013-05-17,9,1,9
SO57548,16756,120,2013-05-06,2013-05-13,2013-05-18,4,1,4
SO57559,14691,120,2013-05-06,2013-05-13,2013-05-18,4,1,4
SO57567,503,113,2013-05-06,2013-05-13,2013-05-18,5,1,5
SO57567,503,183,2013-05-06,2013-05-13,2013-05-18,9,1,9
SO57581,11174,103,2013-05-06,2013-05-13,2013-05-18,9,1,9
SO57587,985,103,2013-05-06,2013-05-13,2013-05-18,9,1,9
SO57600,4661,113,2013-05-07,2013-05-14,2013-05-19,5,1,5
SO57645,6510,113,2013-05-08,2013-05-15,2013-05-20,5,1,5
SO57659,224,113,2013-05-08,2013-05-15,2013-05-20,5,1,5
SO57709,16436,117,2013-05-09,2013-05-16,2013-05-21,5,1,5
SO57719,7678,183,2013-05-09,2013-05-16,2013-05-21,9,1,9
SO57726,2323,201,2013-05-09,2013-05-16,2013-05-21,64,1,64
SO57765,3468,113,2013-05-10,2013-05-17,2013-05-22,5,1,5
SO57773,14305,201,2013-05-10,2013-05-17,2013-05-22,64,1,64
SO71638,17027,117,2013-11-27,2013-12-04,2013-12-09,5,1,5
SO71650,6213,113,2013-11-27,2013-12-04,2013-12-09,5,1,5
SO71660,1367,113,2013-11-27,2013-12-04,2013-12-09,5,1,5
SO71684,10642,146,2013-11-27,2013-12-04,2013-12-09,1120,1,1120
SO71687,12933,103,2013-11-27,2013-12-04,2013-12-09,9,1,9
SO71696,2150,113,2013-11-28,2013-12-05,2013-12-10,5,1,5
SO71734,1065,113,2013-11-28,2013-12-05,2013-12-10,5,1,5
SO71735,981,113,2013-11-28,2013-12-05,2013-12-10,5,1,5
SO71735,981,185,2013-11-28,2013-12-05,2013-12-10,24,1,24
SO71753,14936,103,2013-11-28,2013-12-05,2013-12-10,9,1,9
SO71761,16543,201,2013-11-28,2013-12-05,2013-12-10,64,1,64
SO71761,16543,103,2013-11-28,2013-12-05,2013-12-10,9,1,9
SO71767,6866,159,2013-11-28,2013-12-05,2013-12-10,1701,1,1701
SO71965,331,120,2013-11-29,2013-12-06,2013-12-11,4,1,4
SO71965,331,185,2013-11-29,2013-12-06,2013-12-11,24,1,24
SO71975,3788,117,2013-11-29,2013-12-06,2013-12-11,5,1,5
SO57619,182,112,2013-05-07,2013-05-14,2013-05-19,2,1,2
SO57642,17573,112,2013-05-08,2013-05-15,2013-05-20,2,1,2
SO57652,6391,110,2013-05-08,2013-05-15,2013-05-20,35,1,35
SO57694,4728,184,2013-05-09,2013-05-16,2013-05-21,24,1,24
SO57696,14131,112,2013-05-09,2013-05-16,2013-05-21,2,1,2
SO57708,15810,110,2013-05-09,2013-05-16,2013-05-21,35,1,35
SO57757,17280,112,2013-05-10,2013-05-17,2013-05-22,2,1,2
SO57797,11848,112,2013-05-11,2013-05-18,2013-05-23,2,1,2
SO57807,8649,112,2013-05-11,2013-05-18,2013-05-23,2,1,2
SO57814,4680,110,2013-05-11,2013-05-18,2013-05-23,35,1,35
SO54504,9149,112,2013-03-16,2013-03-23,2013-03-28,2,1,2
SO54561,5296,186,2013-03-17,2013-03-24,2013-03-29,24,1,24
SO54562,2765,110,2013-03-17,2013-03-24,2013-03-29,35,1,35
SO54586,7497,115,2013-03-18,2013-03-25,2013-03-30,33,1,33
SO54587,5516,110,2013-03-18,2013-03-25,2013-03-30,35,1,35
SO54617,3503,101,2013-03-18,2013-03-25,2013-03-30,10,1,10
SO54626,16301,112,2013-03-18,2013-03-25,2013-03-30,2,1,2
SO54642,8022,101,2013-03-18,2013-03-25,2013-03-30,10,1,10
SO54647,1113,141,2013-03-18,2013-03-25,2013-03-30,2295,1,2295
SO54647,1113,110,2013-03-18,2013-03-25,2013-03-30,35,1,35
SO54688,6843,112,2013-03-19,2013-03-26,2013-03-31,2,1,2
SO54800,9324,110,2013-03-21,2013-03-28,2013-04-02,35,1,35
SO54801,541,137,2013-03-21,2013-03-28,2013-04-02,2295,1,2295
SO54803,1104,110,2013-03-21,2013-03-28,2013-04-02,35,1,35
SO54803,1104,186,2013-03-21,2013-03-28,2013-04-02,24,1,24
SO54816,8497,147,2013-03-21,2013-03-28,2013-04-02,1120,1,1120
SO54816,8497,110,2013-03-21,2013-03-28,2013-04-02,35,1,35
SO54818,14656,122,2013-03-21,2013-03-28,2013-04-02,21,1,21
SO54818,14656,112,2013-03-21,2013-03-28,2013-04-02,2,1,2
SO60269,14004,186,2013-06-16,2013-06-23,2013-06-28,24,1,24
SO60283,959,110,2013-06-16,2013-06-23,2013-06-28,35,1,35
SO60298,1247,112,2013-06-16,2013-06-23,2013-06-28,2,1,2
SO60307,11298,122,2013-06-16,2013-06-23,2013-06-28,21,1,21
SO60331,988,112,2013-06-17,2013-06-24,2013-06-29,2,1,2
SO60400,5673,112,2013-06-18,2013-06-25,2013-06-30,2,1,2
SO60407,5600,184,2013-06-18,2013-06-25,2013-06-30,24,1,24
SO60408,16848,122,2013-06-18,2013-06-25,2013-06-30,21,1,21
SO60408,16848,112,2013-06-18,2013-06-25,2013-06-30,2,1,2
SO60417,8699,112,2013-06-18,2013-06-25,2013-06-30,2,1,2
SO60418,2949,137,2013-06-18,2013-06-25,2013-06-30,2295,1,2295
SO60418,2949,202,2013-06-18,2013-06-25,2013-06-30,64,1,64
SO60501,9240,115,2013-06-19,2013-06-26,2013-07-01,33,1,33
SO60501,9240,110,2013-06-19,2013-06-26,2013-07-01,35,1,35
SO60538,9760,101,2013-06-20,2013-06-27,2013-07-02,10,1,10
SO60544,14581,110,2013-06-20,2013-06-27,2013-07-02,35,1,35
SO60592,17255,112,2013-06-21,2013-06-28,2013-07-03,2,1,2
SO60604,3299,112,2013-06-21,2013-06-28,2013-07-03,2,1,2
SO60617,11273,122,2013-06-21,2013-06-28,2013-07-03,21,1,21
SO60617,11273,112,2013-06-21,2013-06-28,2013-07-03,2,1,2
SO60633,3792,101,2013-06-22,2013-06-29,2013-07-04,10,1,10
SO62990,12436,110,2013-07-28,2013-08-04,2013-08-09,35,1,35
SO60299,15576,110,2013-06-16,2013-06-23,2013-06-28,35,1,35
SO60318,3208,110,2013-06-17,2013-06-24,2013-06-29,35,1,35
SO60332,17932,112,2013-06-17,2013-06-24,2013-06-29,2,1,2
SO60340,15476,122,2013-06-17,2013-06-24,2013-06-29,21,1,21
SO60347,3594,112,2013-06-17,2013-06-24,2013-06-29,2,1,2
SO60350,8506,186,2013-06-17,2013-06-24,2013-06-29,24,1,24
SO60366,8599,112,2013-06-17,2013-06-24,2013-06-29,2,1,2
SO60382,6293,112,2013-06-18,2013-06-25,2013-06-30,2,1,2
SO60397,15499,186,2013-06-18,2013-06-25,2013-06-30,24,1,24
SO60404,1754,202,2013-06-18,2013-06-25,2013-06-30,64,1,64
SO60409,9065,110,2013-06-18,2013-06-25,2013-06-30,35,1,35
SO60431,14120,112,2013-06-18,2013-06-25,2013-06-30,2,1,2
SO60484,3826,101,2013-06-19,2013-06-26,2013-07-01,10,1,10
SO60484,3826,184,2013-06-19,2013-06-26,2013-07-01,24,1,24
SO60499,15942,165,2013-06-19,2013-06-26,2013-07-01,742,1,742
SO60499,15942,110,2013-06-19,2013-06-26,2013-07-01,35,1,35
SO60509,10614,154,2013-06-19,2013-06-26,2013-07-01,540,1,540
SO60509,10614,122,2013-06-19,2013-06-26,2013-07-01,21,1,21
SO60519,4689,110,2013-06-20,2013-06-27,2013-07-02,35,1,35
SO60534,6552,110,2013-06-20,2013-06-27,2013-07-02,35,1,35
SO57473,2013,137,2013-05-04,2013-05-11,2013-05-16,2295,1,2295
SO57583,1990,110,2013-05-06,2013-05-13,2013-05-18,35,1,35
SO57592,11607,110,2013-05-06,2013-05-13,2013-05-18,35,1,35
SO57599,5432,186,2013-05-07,2013-05-14,2013-05-19,24,1,24
SO57628,11105,154,2013-05-07,2013-05-14,2013-05-19,540,1,540
SO57671,15903,165,2013-05-08,2013-05-15,2013-05-20,742,1,742
SO57671,15903,110,2013-05-08,2013-05-15,2013-05-20,35,1,35
SO57676,2081,112,2013-05-08,2013-05-15,2013-05-20,2,1,2
SO57681,11898,154,2013-05-08,2013-05-15,2013-05-20,540,1,540
SO57744,1463,154,2013-05-09,2013-05-16,2013-05-21,540,1,540
SO57744,1463,110,2013-05-09,2013-05-16,2013-05-21,35,1,35
SO57808,15558,112,2013-05-11,2013-05-18,2013-05-23,2,1,2
SO51488,9037,102,2013-01-16,2013-01-23,2013-01-28,5,1,5
SO51488,9037,105,2013-01-16,2013-01-23,2013-01-28,159,1,159
SO51509,11394,102,2013-01-17,2013-01-24,2013-01-29,5,1,5
SO51509,11394,108,2013-01-17,2013-01-24,2013-01-29,35,1,35
SO51566,13415,102,2013-01-20,2013-01-27,2013-02-01,5,1,5
SO51630,8200,102,2013-01-24,2013-01-31,2013-02-05,5,1,5
SO51661,9838,108,2013-01-26,2013-02-02,2013-02-07,35,1,35
SO51683,96,139,2013-01-27,2013-02-03,2013-02-08,2295,1,2295
SO51683,96,102,2013-01-27,2013-02-03,2013-02-08,5,1,5
SO51941,9538,102,2013-01-29,2013-02-05,2013-02-10,5,1,5
SO51963,13064,102,2013-01-29,2013-02-05,2013-02-10,5,1,5
SO51965,7251,151,2013-01-30,2013-02-06,2013-02-11,2443,1,2443
SO65995,1601,102,2013-09-08,2013-09-15,2013-09-20,5,1,5
SO66007,16707,102,2013-09-08,2013-09-15,2013-09-20,5,1,5
SO66016,6948,188,2013-09-09,2013-09-16,2013-09-21,50,1,50
SO66029,2035,108,2013-09-09,2013-09-16,2013-09-21,35,1,35
SO66056,4960,139,2013-09-09,2013-09-16,2013-09-21,2295,1,2295
SO66076,430,102,2013-09-09,2013-09-16,2013-09-21,5,1,5
SO66076,430,108,2013-09-09,2013-09-16,2013-09-21,35,1,35
SO66137,3303,139,2013-09-10,2013-09-17,2013-09-22,2295,1,2295
SO66166,10807,102,2013-09-11,2013-09-18,2013-09-23,5,1,5
SO66167,9288,188,2013-09-11,2013-09-18,2013-09-23,50,1,50
SO68713,2536,102,2013-10-19,2013-10-26,2013-10-31,5,1,5
SO68715,5109,102,2013-10-19,2013-10-26,2013-10-31,5,1,5
SO68736,1685,102,2013-10-19,2013-10-26,2013-10-31,5,1,5
SO68736,1685,108,2013-10-19,2013-10-26,2013-10-31,35,1,35
SO68766,4742,188,2013-10-20,2013-10-27,2013-11-01,50,1,50
SO68785,16155,102,2013-10-20,2013-10-27,2013-11-01,5,1,5
SO68790,15022,102,2013-10-20,2013-10-27,2013-11-01,5,1,5
SO68800,7351,108,2013-10-20,2013-10-27,2013-11-01,35,1,35
SO68864,10257,108,2013-10-21,2013-10-28,2013-11-02,35,1,35
SO68874,12378,148,2013-10-21,2013-10-28,2013-11-02,540,1,540
SO68909,1183,102,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68926,5845,139,2013-10-22,2013-10-29,2013-11-03,2295,1,2295
SO68926,5845,108,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68931,4222,108,2013-10-22,2013-10-29,2013-11-03,35,1,35
SO68941,12214,102,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO68942,12211,102,2013-10-22,2013-10-29,2013-11-03,5,1,5
SO44378,14904,9,2011-04-10,2011-04-17,2011-04-22,3375,1,3375
SO71496,4225,108,2013-11-25,2013-12-02,2013-12-07,35,1,35
SO71552,1134,148,2013-11-25,2013-12-02,2013-12-07,540,1,540
SO71609,4724,108,2013-11-26,2013-12-03,2013-12-08,35,1,35
SO71613,17161,108,2013-11-26,2013-12-03,2013-12-08,35,1,35
SO71672,7952,102,2013-11-27,2013-12-04,2013-12-09,5,1,5
SO71687,12933,102,2013-11-27,2013-12-04,2013-12-09,5,1,5
SO71687,12933,108,2013-11-27,2013-12-04,2013-12-09,35,1,35
SO71693,10958,151,2013-11-28,2013-12-05,2013-12-10,2443,1,2443
SO71738,6447,102,2013-11-28,2013-12-05,2013-12-10,5,1,5
SO71761,16543,102,2013-11-28,2013-12-05,2013-12-10,5,1,5
SO71767,6866,108,2013-11-28,2013-12-05,2013-12-10,35,1,35
SO71771,2619,108,2013-11-28,2013-12-05,2013-12-10,35,1,35
SO71955,3055,105,2013-11-29,2013-12-06,2013-12-11,159,1,159
SO54511,348,102,2013-03-16,2013-03-23,2013-03-28,5,1,5
SO54528,1134,102,2013-03-17,2013-03-24,2013-03-29,5,1,5
SO54571,4861,127,2013-03-17,2013-03-24,2013-03-29,540,1,540
SO54583,13735,102,2013-03-17,2013-03-24,2013-03-29,5,1,5
SO54583,13735,188,2013-03-17,2013-03-24,2013-03-29,50,1,50
SO54614,8016,108,2013-03-18,2013-03-25,2013-03-30,35,1,35
SO54672,9053,151,2013-03-19,2013-03-26,2013-03-31,2443,1,2443
SO54672,9053,108,2013-03-19,2013-03-26,2013-03-31,35,1,35
SO54699,431,188,2013-03-19,2013-03-26,2013-03-31,50,1,50
SO54720,11946,102,2013-03-20,2013-03-27,2013-04-01,5,1,5
SO54733,6027,102,2013-03-20,2013-03-27,2013-04-01,5,1,5
SO54735,3724,102,2013-03-20,2013-03-27,2013-04-01,5,1,5
SO54737,6261,102,2013-03-20,2013-03-27,2013-04-01,5,1,5
SO54790,4760,188,2013-03-21,2013-03-28,2013-04-02,50,1,50
SO62996,6498,102,2013-07-28,2013-08-04,2013-08-09,5,1,5
SO63100,17494,102,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63112,9437,102,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63333,2335,102,2013-07-31,2013-08-07,2013-08-12,5,1,5
SO63333,2335,108,2013-07-31,2013-08-07,2013-08-12,35,1,35
SO63340,1449,139,2013-07-31,2013-08-07,2013-08-12,2295,1,2295
SO63383,7666,102,2013-08-01,2013-08-08,2013-08-13,5,1,5
SO63391,10074,102,2013-08-01,2013-08-08,2013-08-13,5,1,5
SO63410,3039,108,2013-08-01,2013-08-08,2013-08-13,35,1,35
SO51486,5799,108,2013-01-16,2013-01-23,2013-01-28,35,1,35
SO51506,617,166,2013-01-17,2013-01-24,2013-01-29,742,1,742
SO51541,11631,108,2013-01-19,2013-01-26,2013-01-31,35,1,35
SO51567,4277,148,2013-01-20,2013-01-27,2013-02-01,540,1,540
SO51581,8,108,2013-01-21,2013-01-28,2013-02-02,35,1,35
SO51646,65,139,2013-01-25,2013-02-01,2013-02-06,2295,1,2295
SO51671,11399,148,2013-01-26,2013-02-02,2013-02-07,540,1,540
SO51901,4704,108,2013-01-28,2013-02-04,2013-02-09,35,1,35
SO54508,13,113,2013-03-16,2013-03-23,2013-03-28,5,1,5
SO54510,3354,113,2013-03-16,2013-03-23,2013-03-28,5,1,5
SO54511,348,103,2013-03-16,2013-03-23,2013-03-28,9,1,9
SO54572,2939,113,2013-03-17,2013-03-24,2013-03-29,5,1,5
SO54583,13735,103,2013-03-17,2013-03-24,2013-03-29,9,1,9
SO54583,13735,183,2013-03-17,2013-03-24,2013-03-29,9,1,9
SO54592,10407,113,2013-03-18,2013-03-25,2013-03-30,5,1,5
SO54614,8016,113,2013-03-18,2013-03-25,2013-03-30,5,1,5
SO54636,846,113,2013-03-18,2013-03-25,2013-03-30,5,1,5
SO54667,6079,183,2013-03-19,2013-03-26,2013-03-31,9,1,9
SO54672,9053,120,2013-03-19,2013-03-26,2013-03-31,4,1,4
SO54698,1467,183,2013-03-19,2013-03-26,2013-03-31,9,1,9
SO54749,14687,120,2013-03-20,2013-03-27,2013-04-01,4,1,4
SO54753,13568,120,2013-03-20,2013-03-27,2013-04-01,4,1,4
SO54790,4760,113,2013-03-21,2013-03-28,2013-04-02,5,1,5
SO62996,6498,103,2013-07-28,2013-08-04,2013-08-09,9,1,9
SO63025,5011,113,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63033,11512,120,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63034,14534,120,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63035,13130,120,2013-07-29,2013-08-05,2013-08-10,4,1,4
SO63037,11326,183,2013-07-29,2013-08-05,2013-08-10,9,1,9
SO63037,11326,117,2013-07-29,2013-08-05,2013-08-10,5,1,5
SO63100,17494,117,2013-07-30,2013-08-06,2013-08-11,5,1,5
SO63100,17494,103,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63107,14134,146,2013-07-30,2013-08-06,2013-08-11,1120,1,1120
SO63112,9437,146,2013-07-30,2013-08-06,2013-08-11,1120,1,1120
SO63112,9437,103,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63115,97,183,2013-07-30,2013-08-06,2013-08-11,9,1,9
SO63115,97,173,2013-07-30,2013-08-06,2013-08-11,2384,1,2384
SO63340,1449,113,2013-07-31,2013-08-07,2013-08-12,5,1,5
SO63359,13115,146,2013-07-31,2013-08-07,2013-08-12,1120,1,1120
SO63359,13115,183,2013-07-31,2013-08-07,2013-08-12,9,1,9
SO63419,15956,120,2013-08-01,2013-08-08,2013-08-13,4,1,4
SO63422,7131,173,2013-08-01,2013-08-08,2013-08-13,2384,1,2384
SO63425,6248,183,2013-08-02,2013-08-09,2013-08-14,9,1,9
SO63432,783,185,2013-08-02,2013-08-09,2013-08-14,24,1,24
SO63447,7384,183,2013-08-02,2013-08-09,2013-08-14,9,1,9
SO63450,7916,185,2013-08-02,2013-08-09,2013-08-14,24,1,24
SO63463,17711,117,2013-08-02,2013-08-09,2013-08-14,5,1,5
SO63479,14033,146,2013-08-02,2013-08-09,2013-08-14,1120,1,1120
SO63479,14033,120,2013-08-02,2013-08-09,2013-08-14,4,1,4
SO60293,2436,113,2013-06-16,2013-06-23,2013-06-28,5,1,5
SO60308,11259,103,2013-06-16,2013-06-23,2013-06-28,9,1,9
SO60346,15086,113,2013-06-17,2013-06-24,2013-06-29,5,1,5
SO60355,15888,120,2013-06-17,2013-06-24,2013-06-29,4,1,4
SO60365,2454,113,2013-06-17,2013-06-24,2013-06-29,5,1,5
SO60368,11579,103,2013-06-17,2013-06-24,2013-06-29,9,1,9
SO60398,11760,113,2013-06-18,2013-06-25,2013-06-30,5,1,5
SO60421,781,113,2013-06-18,2013-06-25,2013-06-30,5,1,5
SO60425,15955,183,2013-06-18,2013-06-25,2013-06-30,9,1,9
SO60435,5161,113,2013-06-18,2013-06-25,2013-06-30,5,1,5
SO60449,18478,183,2013-06-18,2013-06-25,2013-06-30,9,1,9
SO60545,3724,113,2013-06-20,2013-06-27,2013-07-02,5,1,5
SO60613,447,183,2013-06-21,2013-06-28,2013-07-03,9,1,9
SO74268,10926,113,2014-01-01,2014-01-08,2014-01-13,5,1,5
SO74273,14571,117,2014-01-01,2014-01-08,2014-01-13,5,1,5
SO74293,4307,113,2014-01-02,2014-01-09,2014-01-14,5,1,5
SO74331,15821,120,2014-01-03,2014-01-10,2014-01-15,4,1,4
SO74333,5444,117,2014-01-03,2014-01-10,2014-01-15,5,1,5
SO74334,646,113,2014-01-03,2014-01-10,2014-01-15,5,1,5
SO54523,16144,103,2013-03-16,2013-03-23,2013-03-28,9,1,9
SO54524,1631,173,2013-03-16,2013-03-23,2013-03-28,2384,1,2384
SO54532,2642,120,2013-03-17,2013-03-24,2013-03-29,4,1,4
SO54532,2642,185,2013-03-17,2013-03-24,2013-03-29,24,1,24
SO54533,3060,185,2013-03-17,2013-03-24,2013-03-29,24,1,24
SO54541,15176,117,2013-03-17,2013-03-24,2013-03-29,5,1,5
SO54547,12895,113,2013-03-17,2013-03-24,2013-03-29,5,1,5
SO54563,3812,120,2013-03-17,2013-03-24,2013-03-29,4,1,4
SO54569,15842,117,2013-03-17,2013-03-24,2013-03-29,5,1,5
SO54569,15842,183,2013-03-17,2013-03-24,2013-03-29,9,1,9
SO54579,7711,103,2013-03-17,2013-03-24,2013-03-29,9,1,9
SO54579,7711,183,2013-03-17,2013-03-24,2013-03-29,9,1,9
SO54588,13890,120,2013-03-18,2013-03-25,2013-03-30,4,1,4
SO54635,1829,117,2013-03-18,2013-03-25,2013-03-30,5,1,5
SO54644,1170,113,2013-03-18,2013-03-25,2013-03-30,5,1,5
SO54665,5489,183,2013-03-19,2013-03-26,2013-03-31,9,1,9
SO54678,1929,117,2013-03-19,2013-03-26,2013-03-31,5,1,5
SO54701,5364,103,2013-03-19,2013-03-26,2013-03-31,9,1,9
SO54707,12268,103,2013-03-19,2013-03-26,2013-03-31,9,1,9
SO54709,18257,183,2013-03-19,2013-03-26,2013-03-31,9,1,9
SO54715,13111,173,2013-03-19,2013-03-26,2013-03-31,2384,1,2384
SO54715,13111,183,2013-03-19,2013-03-26,2013-03-31,9,1,9
SO57476,14106,103,2013-05-04,2013-05-11,2013-05-16,9,1,9
